seed,n_qubits,n_amplitudes,n_layers,n_params,n_q_params,encoding,ansatz,diff_method,backend,shots,sbert_model,embed_dim,torch_device,compression_method,w2k_rank,preproc,loss,optimizer,scheduler,dataset,train_size,var_ratio_pca,best_epoch,stopped_at,val_f1_best,test_acc,test_f1_macro,test_f1_pos,f1_negative,f1_positive,t_data_slice_s,t_proj_fit_s,t_proj_transform_s,t_pad_s,t_preproc_total_s,t_tensor_upload_s,t_circuit_build_s,t_model_init_s,t_warmup_s,t_train_total_s,t_train_epoch_mean_s,t_train_epoch_min_s,t_train_epoch_max_s,t_val_inference_total_s,t_val_inference_mean_s,t_test_inference_s,t_postproc_s,t_cleanup_s,t_seed_total_s,t_embed_train_s,t_embed_test_s
42,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.184192,9,24,0.786172,0.730505,0.730487,0.728324,0.732651,0.728324,0.0024,0.1348,0.001,0.0,0.1358,0.0007,0.0002,0.0004,0.0361,122.1109,5.033,4.9964,5.165,1.2896,0.0537,0.0241,0.001785,0.0005,122.3148,0.0,0.0
43,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.17975,33,48,0.760227,0.733945,0.733939,0.732719,0.73516,0.732719,0.0023,0.1297,0.0011,0.0,0.1308,0.0006,0.0002,0.0004,0.0269,243.6834,5.0215,4.9851,5.1853,2.592,0.054,0.024,0.001755,0.0004,243.8728,0.0,0.0
44,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.18099,26,41,0.749771,0.730505,0.730501,0.731429,0.729574,0.731429,0.0023,0.148,0.0012,0.0,0.1492,0.0007,0.0002,0.0004,0.0329,208.6236,5.0331,4.9957,5.1864,2.2145,0.054,0.0249,0.001781,0.0005,208.8384,0.0,0.0
45,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.182466,14,29,0.743231,0.736239,0.735788,0.72488,0.746696,0.72488,0.0023,0.1307,0.001,0.0,0.1317,0.0007,0.0002,0.0004,0.0296,147.7331,5.0391,4.9989,5.2897,1.5651,0.054,0.0237,0.001764,0.0004,147.926,0.0,0.0
46,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.184247,6,21,0.770469,0.729358,0.729267,0.724299,0.734234,0.724299,0.0023,0.1303,0.001,0.0,0.1314,0.0007,0.0002,0.0005,0.0305,106.7766,5.0292,4.9914,5.2131,1.1364,0.0541,0.024,0.001768,0.0004,106.9703,0.0,0.0
42,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.215474,17,32,0.781967,0.736239,0.736189,0.739819,0.732558,0.739819,0.0022,0.1491,0.0014,0.0,0.1505,0.0009,0.0002,0.0004,0.0347,190.1619,5.8648,5.8263,6.0283,2.448,0.0765,0.0287,0.001784,0.0006,190.3836,0.0,0.0
43,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.212223,43,50,0.766652,0.75,0.749362,0.736715,0.762009,0.736715,0.0025,0.1487,0.0014,0.0,0.1501,0.0008,0.0002,0.0004,0.0362,300.1363,5.9297,5.8187,6.3245,3.5883,0.0718,0.0285,0.001767,0.0005,300.3591,0.0,0.0
44,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.212379,3,18,0.763653,0.732798,0.732739,0.728754,0.736723,0.728754,0.0022,0.1659,0.0015,0.0,0.1675,0.001,0.0002,0.0004,0.0366,107.0809,5.8759,5.8172,6.0306,1.2926,0.0718,0.0291,0.001855,0.0005,107.3222,0.0,0.0
45,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.214171,9,24,0.763636,0.737385,0.737377,0.735871,0.738883,0.735871,0.0023,0.1518,0.0013,0.0,0.1531,0.0007,0.0002,0.0004,0.0341,142.7351,5.8744,5.8332,6.0199,1.7204,0.0717,0.0288,0.001777,0.0007,142.9589,0.0,0.0
46,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.215862,11,26,0.771985,0.740826,0.740738,0.735981,0.745495,0.735981,0.0023,0.1541,0.0013,0.0,0.1554,0.0008,0.0002,0.0004,0.0346,154.8559,5.8831,5.8409,6.022,1.8623,0.0716,0.0302,0.001765,0.0006,155.0841,0.0,0.0
42,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.255444,3,18,0.782658,0.727064,0.726821,0.718676,0.734967,0.718676,0.0023,0.1982,0.0023,0.0,0.2005,0.0013,0.0002,0.0004,0.0425,123.0832,6.7335,6.6837,6.906,1.8587,0.1033,0.036,0.001777,0.0014,123.3713,0.0,0.0
43,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.252412,5,20,0.762543,0.74656,0.746196,0.755801,0.736591,0.755801,0.0022,0.1919,0.0023,0.0,0.1943,0.0013,0.0002,0.0004,0.0404,136.5692,6.7239,6.6728,6.8583,2.0669,0.1033,0.0359,0.001722,0.0011,136.8488,0.0,0.0
44,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.253144,26,41,0.770064,0.739679,0.739651,0.742338,0.736964,0.742338,0.0022,0.1934,0.0022,0.0,0.1957,0.0014,0.0002,0.0007,0.0418,279.902,6.7223,6.6777,6.8522,4.2364,0.1033,0.0365,0.001806,0.0009,280.1852,0.0,0.0
45,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.25437,18,33,0.776218,0.738532,0.738366,0.744966,0.731765,0.744966,0.0023,0.1876,0.0022,0.0,0.1898,0.0013,0.0002,0.0005,0.0404,225.0539,6.7153,6.6681,6.8831,3.4081,0.1033,0.0358,0.001941,0.0009,225.3289,0.0,0.0
46,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.255154,11,26,0.779089,0.745413,0.745251,0.738824,0.751678,0.738824,0.0023,0.2461,0.0023,0.0,0.2485,0.0013,0.0002,0.0005,0.0376,177.6288,6.7272,6.644,6.8705,2.6901,0.1035,0.0361,0.001874,0.0011,177.9601,0.0,0.0
42,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.312021,22,37,0.786368,0.733945,0.733932,0.732102,0.735763,0.732102,0.0027,0.4097,0.0046,0.0,0.4144,0.0069,0.0008,0.0025,0.8598,294.7126,7.7864,7.6145,9.002,6.5658,0.1775,0.0497,0.001991,0.0024,296.0616,0.0,0.0
43,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.309935,35,50,0.766429,0.75,0.74981,0.742925,0.756696,0.742925,0.003,0.3416,0.0042,0.0,0.3458,0.0022,0.0002,0.0004,0.0467,391.5138,7.6526,7.5937,7.8064,8.8198,0.1764,0.0477,0.001847,0.0017,391.9653,0.0,0.0
44,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.310338,3,18,0.770948,0.731651,0.731629,0.734091,0.729167,0.734091,0.003,0.3328,0.0041,0.0,0.337,0.0025,0.0002,0.0004,0.0442,140.8893,7.6495,7.595,7.7888,3.1747,0.1764,0.0477,0.001834,0.0018,141.3299,0.0,0.0
45,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.311623,6,21,0.779328,0.743119,0.743085,0.746032,0.740139,0.746032,0.0028,0.3186,0.0048,0.0,0.3235,0.0024,0.0002,0.0004,0.0425,164.4097,7.652,7.5904,7.7756,3.6902,0.1757,0.0474,0.001842,0.0017,164.8344,0.0,0.0
46,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.312173,6,21,0.782314,0.732798,0.732671,0.726846,0.738496,0.726846,0.0026,0.3804,0.0041,0.0,0.3846,0.0022,0.0002,0.0004,0.044,164.8303,7.6717,7.6142,7.8796,3.6988,0.1761,0.0474,0.001852,0.0016,165.3172,0.0,0.0
42,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.405612,18,33,0.789924,0.737385,0.737377,0.738883,0.735871,0.738883,0.0025,0.7699,0.0081,0.0,0.778,0.0047,0.0002,0.0005,0.0503,297.8702,8.6779,8.533,9.0218,11.4568,0.3472,0.0692,0.00206,0.004,298.784,0.0,0.0
43,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.402367,11,26,0.760165,0.751147,0.750698,0.74012,0.761276,0.74012,0.0023,0.8187,0.0083,0.0,0.827,0.0051,0.0002,0.0005,0.0573,234.8461,8.6881,8.5517,8.9348,8.9206,0.3431,0.0693,0.00186,0.0039,235.8161,0.0,0.0
44,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.401796,7,22,0.765932,0.747706,0.747673,0.74478,0.750567,0.74478,0.0023,0.7882,0.0085,0.0,0.7968,0.0044,0.0002,0.0005,0.0614,199.6198,8.7292,8.5406,9.1728,7.549,0.3431,0.0698,0.001934,0.004,200.5635,0.0,0.0
45,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.404578,25,40,0.777954,0.741972,0.741945,0.739282,0.744608,0.739282,0.0023,0.8478,0.0085,0.0,0.8563,0.0046,0.0002,0.0005,0.0504,366.1272,8.8085,8.607,9.137,13.7381,0.3435,0.0683,0.001882,0.0039,367.118,0.0,0.0
46,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.404435,6,21,0.783925,0.735092,0.734938,0.728555,0.741321,0.728555,0.0022,0.8804,0.0085,0.0,0.8889,0.0045,0.0002,0.0005,0.0505,189.3304,8.6719,8.5614,9.0073,7.1946,0.3426,0.2153,0.002426,0.0042,190.5015,0.0,0.0
