seed,n_qubits,n_amplitudes,n_layers,n_params,n_q_params,encoding,ansatz,diff_method,backend,shots,sbert_model,embed_dim,torch_device,compression_method,w2k_rank,preproc,loss,optimizer,scheduler,dataset,train_size,var_ratio_pca,best_epoch,stopped_at,val_f1_best,test_acc,test_f1_macro,test_f1_pos,f1_negative,f1_positive,t_data_slice_s,t_proj_fit_s,t_proj_transform_s,t_pad_s,t_preproc_total_s,t_tensor_upload_s,t_circuit_build_s,t_model_init_s,t_warmup_s,t_train_total_s,t_train_epoch_mean_s,t_train_epoch_min_s,t_train_epoch_max_s,t_val_inference_total_s,t_val_inference_mean_s,t_test_inference_s,t_postproc_s,t_cleanup_s,t_seed_total_s,t_embed_train_s,t_embed_test_s
42,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.166234,25,40,0.870272,0.861239,0.861158,0.864502,0.857814,0.864502,0.0037,0.3401,0.001,0.0,0.3413,0.0003,0.0002,0.0004,0.0264,202.5746,4.9963,4.9602,5.1482,2.6705,0.0668,0.0254,0.001836,0.0005,202.9772,0.0,0.0
43,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.165033,4,19,0.860432,0.863532,0.86348,0.866142,0.860819,0.866142,0.0037,0.3184,0.0011,0.0,0.3197,0.0003,0.0002,0.0004,0.0266,96.2236,4.9962,4.9694,5.1537,1.2712,0.0669,0.0256,0.001861,0.0005,96.6051,0.0,0.0
44,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.164181,3,18,0.84106,0.858945,0.858936,0.857803,0.860068,0.857803,0.0036,0.3196,0.0011,0.0,0.3209,0.0003,0.0002,0.0004,0.0265,91.1762,4.9972,4.9583,5.1762,1.2038,0.0669,0.0256,0.001842,0.0006,91.5588,0.0,0.0
45,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.166439,18,33,0.84734,0.855505,0.855395,0.859375,0.851415,0.859375,0.0037,0.362,0.001,0.0,0.3632,0.0006,0.0002,0.0004,0.0264,167.0387,4.9937,4.9606,5.142,2.2035,0.0668,0.0259,0.001963,0.0006,167.4648,0.0,0.0
46,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.168101,13,28,0.86355,0.865826,0.865762,0.868687,0.862837,0.868687,0.0038,0.5824,0.001,0.0,0.5835,0.0005,0.0003,0.0005,0.027,141.9691,5.0022,4.9624,5.152,1.8703,0.0668,0.0248,0.001833,0.0005,142.6147,0.0,0.0
42,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.182875,18,33,0.885492,0.872706,0.872451,0.878156,0.866747,0.878156,0.0038,0.3894,0.0011,0.0,0.3907,0.0004,0.0002,0.0005,0.0312,194.064,5.7668,5.72,5.9259,3.7147,0.1126,0.0292,0.001803,0.0007,194.5253,0.0,0.0
43,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.181625,34,49,0.873147,0.868119,0.868057,0.870932,0.865182,0.870932,0.0036,0.3193,0.0011,0.0,0.3205,0.0005,0.0003,0.0005,0.0306,296.1545,5.9287,5.725,6.9196,5.582,0.1139,0.0295,0.002427,0.0007,296.5464,0.0,0.0
44,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.180442,16,31,0.863495,0.876147,0.876123,0.877828,0.874419,0.877828,0.0037,0.3434,0.0012,0.0,0.3447,0.0003,0.0002,0.0004,0.0335,182.532,5.7742,5.7085,5.9549,3.4907,0.1126,0.0295,0.001811,0.0009,182.9497,0.0,0.0
45,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.182548,31,46,0.840823,0.866972,0.866966,0.867882,0.866051,0.867882,0.0047,0.332,0.0011,0.0,0.3332,0.0004,0.0002,0.0005,0.0313,271.1017,5.7799,5.719,6.1536,5.1688,0.1124,0.0292,0.001997,0.0008,271.5068,0.0,0.0
46,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.184704,6,21,0.883348,0.868119,0.867952,0.872647,0.863258,0.872647,0.0046,0.3556,0.0011,0.0,0.3569,0.0003,0.0002,0.0004,0.0309,125.5358,5.863,5.743,6.348,2.3853,0.1136,0.0291,0.001786,0.0008,125.9635,0.0,0.0
42,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.1991,18,33,0.884573,0.870413,0.870179,0.875688,0.864671,0.875688,0.0045,0.4415,0.0011,0.0,0.4428,0.0003,0.0002,0.0004,0.0341,238.4759,7.0042,6.7323,7.8237,7.292,0.221,0.0446,0.001926,0.0013,239.0087,0.0,0.0
43,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.197389,14,29,0.882305,0.869266,0.86899,0.875,0.862981,0.875,0.0044,0.3563,0.0011,0.0,0.3575,0.0003,0.0002,0.0004,0.0346,216.5053,7.2415,6.7238,13.8829,6.4627,0.2229,0.0442,0.001921,0.0012,216.9531,0.0,0.0
44,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.196144,18,33,0.86398,0.87156,0.871201,0.877996,0.864407,0.877996,0.0044,0.4953,0.0014,0.0,0.4968,0.0004,0.0004,0.0004,0.0346,230.7019,6.7702,6.6898,6.9684,7.2415,0.2194,0.0442,0.001884,0.0012,231.2892,0.0,0.0
45,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.198246,21,36,0.847882,0.869266,0.869131,0.873333,0.864929,0.873333,0.0038,0.3871,0.0012,0.0,0.3884,0.0004,0.0002,0.0004,0.0351,251.91,6.7765,6.7064,6.975,7.9074,0.2197,0.0442,0.001894,0.0014,252.3884,0.0,0.0
46,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.200581,4,19,0.886727,0.870413,0.870306,0.874025,0.866588,0.874025,0.0036,0.3693,0.0012,0.0,0.3706,0.0004,0.0002,0.0004,0.0355,132.6691,6.7617,6.7092,6.9058,4.1707,0.2195,0.0448,0.001925,0.0012,133.1303,0.0,0.0
42,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.214007,17,32,0.886683,0.876147,0.875911,0.881319,0.870504,0.881319,0.0038,0.3933,0.0012,0.0,0.3947,0.0003,0.0002,0.0004,0.0395,256.4721,7.5413,7.4756,7.7465,15.1083,0.4721,0.0796,0.001895,0.0026,256.9979,0.0,0.0
43,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.212554,14,29,0.883668,0.87156,0.871289,0.877193,0.865385,0.877193,0.0036,0.3263,0.0011,0.0,0.3276,0.0004,0.0002,0.0005,0.0393,232.2111,7.534,7.4584,7.7193,13.6859,0.4719,0.0793,0.001911,0.0025,232.6693,0.0,0.0
44,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.211618,21,36,0.862262,0.872706,0.872545,0.877076,0.868014,0.877076,0.0037,0.3265,0.0012,0.0,0.3279,0.0004,0.0002,0.0005,0.0388,288.912,7.5519,7.4757,7.7701,16.9969,0.4721,0.0799,0.001977,0.0032,289.3713,0.0,0.0
45,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.213899,23,38,0.866713,0.869266,0.868869,0.876087,0.86165,0.876087,0.0035,0.3735,0.0011,0.0,0.3748,0.0004,0.0002,0.0004,0.0386,303.9909,7.5263,7.4505,7.718,17.9431,0.4722,0.0799,0.001888,0.0021,304.4959,0.0,0.0
46,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.215682,11,26,0.88959,0.872706,0.872545,0.877076,0.868014,0.877076,0.0037,0.3276,0.0012,0.0,0.3289,0.0005,0.0002,0.0004,0.0388,208.137,7.5316,7.4691,7.6844,12.2797,0.4723,0.0798,0.001926,0.0025,208.5965,0.0,0.0
42,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.22821,18,33,0.887671,0.877294,0.877158,0.881243,0.873072,0.881243,0.0047,0.3248,0.0013,0.0,0.3262,0.0004,0.0002,0.0005,0.0435,337.2477,9.1938,9.1082,9.4101,33.809,1.0245,0.1554,0.001928,0.0052,337.7882,0.0,0.0
43,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.226373,14,29,0.881432,0.87844,0.878233,0.88326,0.873206,0.88326,0.0044,0.3209,0.0012,0.0,0.3222,0.0004,0.0002,0.0004,0.0423,296.9254,9.2175,9.1226,9.3755,29.5784,1.0199,0.1551,0.001939,0.0051,297.4604,0.0,0.0
44,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.225546,5,20,0.866828,0.87156,0.870949,0.879828,0.862069,0.879828,0.0042,0.5359,0.0012,0.0,0.5373,0.0004,0.0002,0.0004,0.043,205.3985,9.2494,9.1491,9.5282,20.3833,1.0192,0.1546,0.001919,0.0055,206.1491,0.0,0.0
45,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.227834,21,36,0.86509,0.879587,0.879346,0.884742,0.87395,0.884742,0.0042,0.3271,0.0012,0.0,0.3284,0.0003,0.0002,0.0004,0.0432,368.0452,9.2022,9.0741,9.4095,36.7182,1.02,0.1564,0.001915,0.0051,368.5879,0.0,0.0
46,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,w2k-angle,0,sbert+w2k-angle+angle_X,weighted_ce,adam,cosine,sst2,5000,0.229567,13,28,0.885952,0.880734,0.880552,0.88521,0.875895,0.88521,0.0041,0.33,0.0013,0.0,0.3315,0.0003,0.0002,0.0004,0.0423,286.2312,9.2016,9.1092,9.3955,28.5482,1.0196,0.156,0.001935,0.0052,286.776,0.0,0.0
