seed,n_qubits,n_amplitudes,n_layers,n_params,n_q_params,encoding,ansatz,diff_method,backend,shots,sbert_model,embed_dim,torch_device,compression_method,w2k_rank,preproc,loss,optimizer,scheduler,dataset,train_size,var_ratio_pca,best_epoch,stopped_at,val_f1_best,test_acc,test_f1_macro,test_f1_pos,f1_negative,f1_positive,t_data_slice_s,t_proj_fit_s,t_proj_transform_s,t_pad_s,t_preproc_total_s,t_tensor_upload_s,t_circuit_build_s,t_model_init_s,t_warmup_s,t_train_total_s,t_train_epoch_mean_s,t_train_epoch_min_s,t_train_epoch_max_s,t_val_inference_total_s,t_val_inference_mean_s,t_test_inference_s,t_postproc_s,t_cleanup_s,t_seed_total_s,t_embed_train_s,t_embed_test_s
44,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.164177,29,44,0.824342,0.850917,0.850905,0.852273,0.849537,0.852273,0.0045,0.0144,0.001,0.0,0.0157,0.0003,0.0002,0.0004,0.027,244.1311,5.476,5.199,7.4915,3.1249,0.071,0.0263,0.001884,0.0005,244.2096,0.0,0.0
45,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.166437,27,42,0.813084,0.84633,0.846329,0.846682,0.845977,0.846682,0.0045,0.0175,0.0009,0.0,0.0188,0.0003,0.0002,0.0004,0.0277,223.6734,5.2544,5.1608,5.5713,2.9335,0.0698,0.026,0.001883,0.0005,223.7557,0.0,0.0
46,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.168084,23,38,0.84163,0.833716,0.833715,0.833906,0.833525,0.833906,0.0045,0.0154,0.0011,0.0,0.0167,0.0003,0.0002,0.0004,0.0262,200.155,5.1971,5.1554,5.3677,2.615,0.0688,0.025,0.001796,0.0005,200.2322,0.0,0.0
42,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.182873,32,47,0.846904,0.833716,0.833666,0.836528,0.830805,0.836528,0.0044,0.0159,0.0011,0.0,0.0174,0.0003,0.0002,0.0004,0.0314,287.3674,5.9973,5.9422,6.1491,5.4341,0.1156,0.0299,0.001782,0.0007,287.4557,0.0,0.0
43,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.181616,27,42,0.810965,0.818807,0.81867,0.823661,0.813679,0.823661,0.0043,0.0158,0.001,0.0,0.0171,0.0003,0.0002,0.0004,0.031,256.6073,5.9891,5.9233,6.1478,5.0122,0.1193,0.0303,0.001938,0.0009,256.6956,0.0,0.0
44,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.180435,23,38,0.809612,0.811927,0.811918,0.810624,0.813212,0.810624,0.0043,0.0173,0.001,0.0,0.0187,0.0003,0.0002,0.0004,0.0311,232.6753,6.0061,5.9316,6.1906,4.3924,0.1156,0.0294,0.001741,0.0006,232.7637,0.0,0.0
45,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.182546,20,35,0.816906,0.823394,0.823261,0.828125,0.818396,0.828125,0.004,0.0161,0.001,0.0,0.0175,0.0003,0.0002,0.0004,0.03,214.1416,6.0013,5.9367,6.2353,4.0537,0.1158,0.0298,0.001802,0.0006,214.2279,0.0,0.0
46,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.184702,20,35,0.860491,0.856651,0.856642,0.857793,0.855491,0.857793,0.0039,0.0173,0.0009,0.0,0.0185,0.0003,0.0002,0.0004,0.0309,214.5223,6.012,5.9405,6.4015,4.0554,0.1159,0.0299,0.001844,0.0006,214.6106,0.0,0.0
42,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.199092,33,48,0.82492,0.777523,0.777522,0.777011,0.778032,0.777011,0.0035,0.0226,0.001,0.0,0.0241,0.0003,0.0002,0.0004,0.0343,346.5555,6.9943,6.8818,7.2471,10.7665,0.2243,0.0447,0.00185,0.0013,346.6678,0.0,0.0
43,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.197374,27,42,0.789818,0.78555,0.785204,0.793826,0.776583,0.793826,0.0034,0.0163,0.001,0.0,0.0177,0.0003,0.0002,0.0004,0.0347,301.6086,6.9567,6.8802,7.1718,9.3734,0.2232,0.0442,0.001779,0.0015,301.7146,0.0,0.0
44,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.196138,33,48,0.801803,0.809633,0.809584,0.812641,0.806527,0.812641,0.0035,0.016,0.001,0.0,0.0173,0.0003,0.0002,0.0004,0.0347,344.3899,6.9503,6.8685,7.1852,10.7151,0.2232,0.0443,0.001778,0.0013,344.4955,0.0,0.0
45,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.19824,43,50,0.805661,0.821101,0.8211,0.82151,0.82069,0.82151,0.0045,0.0162,0.001,0.0,0.0175,0.0003,0.0002,0.0004,0.0346,358.4223,6.9441,6.8707,7.1268,11.151,0.223,0.0442,0.001777,0.0013,358.5289,0.0,0.0
46,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.200573,43,50,0.853012,0.84633,0.846323,0.84738,0.845266,0.84738,0.0042,0.0158,0.0008,0.0,0.0169,0.0003,0.0002,0.0004,0.0347,358.3034,6.9415,6.8714,7.1818,11.1652,0.2233,0.0444,0.001864,0.0012,358.4093,0.0,0.0
42,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.214002,37,50,0.80644,0.779817,0.779481,0.788079,0.770883,0.788079,0.0047,0.0167,0.0011,0.0,0.0184,0.0003,0.0002,0.0004,0.0395,411.2971,7.7454,7.6804,7.9794,23.9623,0.4792,0.0807,0.001853,0.0024,411.4473,0.0,0.0
43,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.212551,33,48,0.784757,0.756881,0.75686,0.759091,0.75463,0.759091,0.004,0.0167,0.001,0.0,0.0181,0.0003,0.0002,0.0004,0.0386,394.8938,7.7463,7.6578,7.9357,23.0086,0.4793,0.0809,0.001881,0.0028,395.0431,0.0,0.0
44,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.211611,18,33,0.74885,0.775229,0.775187,0.778281,0.772093,0.778281,0.0039,0.0183,0.0013,0.0,0.0201,0.0003,0.0002,0.0004,0.0398,271.438,7.7402,7.6844,7.9199,15.9671,0.4839,0.0807,0.001922,0.0024,271.5894,0.0,0.0
45,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.213895,38,50,0.774882,0.771789,0.771462,0.78011,0.762813,0.78011,0.0035,0.0173,0.0009,0.0,0.0187,0.0003,0.0002,0.0004,0.0386,415.3415,7.8216,7.6821,7.9765,24.1944,0.4839,0.0816,0.001899,0.0023,415.4908,0.0,0.0
46,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.215672,28,43,0.851424,0.849771,0.849737,0.851977,0.847497,0.851977,0.0042,0.0174,0.0009,0.0,0.0186,0.0003,0.0002,0.0004,0.0386,357.7498,7.8375,7.7493,8.1209,20.6805,0.4809,0.0814,0.00189,0.0028,357.8998,0.0,0.0
42,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.228202,29,44,0.73854,0.732798,0.732542,0.740823,0.72426,0.740823,0.004,0.0173,0.0009,0.0,0.0189,0.0003,0.0002,0.0004,0.0436,475.461,9.7674,9.5575,12.1539,45.6374,1.0372,0.1578,0.001942,0.0051,475.6951,0.0,0.0
43,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.226364,34,49,0.849344,0.875,0.874987,0.876277,0.873696,0.876277,0.0039,0.0173,0.0008,0.0,0.0186,0.0003,0.0002,0.0004,0.0441,526.8592,9.7152,9.5923,9.8704,50.7503,1.0357,0.1562,0.001907,0.0056,527.092,0.0,0.0
44,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.225533,25,40,0.831736,0.856651,0.856629,0.858437,0.85482,0.858437,0.0042,0.0171,0.0009,0.0,0.0185,0.0003,0.0002,0.0004,0.0444,429.674,9.705,9.5777,9.8546,41.421,1.0355,0.1582,0.001928,0.0051,429.9091,0.0,0.0
45,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.227829,45,50,0.755232,0.779817,0.779305,0.789934,0.768675,0.789934,0.004,0.0168,0.0009,0.0,0.0182,0.0003,0.0002,0.0004,0.0441,537.9184,9.7216,9.5843,10.1517,51.7718,1.0354,0.156,0.001967,0.0055,538.1508,0.0,0.0
46,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.229557,29,44,0.845722,0.862385,0.862379,0.863326,0.861432,0.863326,0.0036,0.0169,0.0008,0.0,0.0181,0.0003,0.0002,0.0004,0.0441,472.3569,9.6986,9.5759,9.8871,45.5624,1.0355,0.1588,0.001921,0.0055,472.5916,0.0,0.0
