seed,n_qubits,n_amplitudes,n_layers,n_params,n_q_params,encoding,ansatz,diff_method,backend,shots,sbert_model,embed_dim,torch_device,compression_method,w2k_rank,preproc,loss,optimizer,scheduler,dataset,train_size,var_ratio_pca,best_epoch,stopped_at,val_f1_best,test_acc,test_f1_macro,test_f1_pos,f1_negative,f1_positive,t_data_slice_s,t_proj_fit_s,t_proj_transform_s,t_pad_s,t_preproc_total_s,t_tensor_upload_s,t_circuit_build_s,t_model_init_s,t_warmup_s,t_train_total_s,t_train_epoch_mean_s,t_train_epoch_min_s,t_train_epoch_max_s,t_val_inference_total_s,t_val_inference_mean_s,t_test_inference_s,t_postproc_s,t_cleanup_s,t_seed_total_s,t_embed_train_s,t_embed_test_s
42,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.153728,19,34,0.758885,0.698394,0.697962,0.686532,0.709392,0.686532,0.0025,0.0304,0.0007,0.0,0.0315,0.0004,0.0002,0.0005,0.026,171.8028,4.9852,4.9533,5.142,2.2621,0.0665,0.026,0.001933,0.0005,171.8949,0.0,0.0
43,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.150832,28,43,0.761021,0.722477,0.721562,0.705596,0.737527,0.705596,0.0023,0.0299,0.0006,0.0,0.0308,0.0003,0.0002,0.0004,0.026,218.6674,5.0171,4.9536,5.5183,2.8729,0.0668,0.0253,0.001988,0.0005,218.7578,0.0,0.0
44,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.151541,14,29,0.741815,0.725917,0.725692,0.717828,0.733556,0.717828,0.0023,0.0276,0.0005,0.0,0.0284,0.0003,0.0002,0.0005,0.0263,146.4617,4.9824,4.9518,5.151,1.9327,0.0666,0.0255,0.001814,0.0004,146.55,0.0,0.0
45,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.151637,30,45,0.754096,0.724771,0.724131,0.710843,0.737418,0.710843,0.0024,0.028,0.0004,0.0,0.0288,0.0003,0.0002,0.0004,0.0265,227.2161,4.981,4.9427,5.2402,3.0115,0.0669,0.0253,0.001907,0.0008,227.3051,0.0,0.0
46,6,6,6,782,108,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.153825,24,39,0.756208,0.719037,0.718147,0.702309,0.733985,0.702309,0.0023,0.0288,0.0006,0.0,0.0298,0.0003,0.0002,0.0004,0.026,196.6512,4.9741,4.9429,5.1316,2.6033,0.0668,0.025,0.001788,0.0005,196.7403,0.0,0.0
42,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.169136,36,50,0.767958,0.702982,0.702894,0.697783,0.708005,0.697783,0.0026,0.0274,0.0005,0.0,0.0282,0.0003,0.0002,0.0004,0.0305,293.6278,5.7593,5.6955,5.907,5.5953,0.1119,0.0292,0.001822,0.0008,293.7243,0.0,0.0
43,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.166353,16,31,0.754024,0.727064,0.726014,0.709046,0.742981,0.709046,0.0024,0.0286,0.0006,0.0,0.0295,0.0004,0.0002,0.0005,0.0303,183.5453,5.8075,5.7102,6.1879,3.4698,0.1119,0.0296,0.001921,0.0006,183.6436,0.0,0.0
44,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.166699,41,50,0.744887,0.684633,0.684483,0.677608,0.691358,0.677608,0.0023,0.0277,0.0006,0.0,0.0287,0.0003,0.0002,0.0004,0.0303,294.2378,5.7715,5.7134,6.013,5.5952,0.1119,0.029,0.001826,0.0006,294.3343,0.0,0.0
45,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.167159,19,34,0.735086,0.691514,0.69151,0.692571,0.690449,0.692571,0.0024,0.0283,0.0005,0.0,0.0292,0.0006,0.0002,0.0004,0.0299,200.1913,5.7745,5.7003,5.9372,3.8118,0.1121,0.0302,0.002018,0.0006,200.2897,0.0,0.0
46,7,7,6,896,126,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.169415,23,38,0.742947,0.690367,0.689949,0.678571,0.701327,0.678571,0.0023,0.0279,0.0005,0.0,0.0288,0.0003,0.0002,0.0004,0.0301,223.4089,5.7661,5.7018,5.9138,4.2459,0.1117,0.0292,0.001875,0.0007,223.5051,0.0,0.0
42,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.183868,35,50,0.740156,0.728211,0.727867,0.718193,0.737542,0.718193,0.0022,0.0284,0.0007,0.0,0.0296,0.0003,0.0002,0.0004,0.0342,348.0717,6.7415,6.6743,6.9367,10.9295,0.2186,0.0436,0.001871,0.0012,348.1875,0.0,0.0
43,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.181009,43,50,0.724491,0.684633,0.68454,0.689966,0.679113,0.689966,0.0023,0.0278,0.0005,0.0,0.0287,0.0004,0.0002,0.0005,0.0341,348.6243,6.752,6.6726,6.9394,10.955,0.2191,0.044,0.001856,0.0012,348.74,0.0,0.0
44,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.181386,14,29,0.713303,0.68578,0.685674,0.691441,0.679907,0.691441,0.0024,0.0276,0.0005,0.0,0.0284,0.0004,0.0002,0.0005,0.0347,203.4423,6.7944,6.6613,8.157,6.3659,0.2195,0.0451,0.001962,0.0012,203.5594,0.0,0.0
45,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.182181,29,44,0.761109,0.736239,0.736204,0.733179,0.739229,0.733179,0.0024,0.0277,0.0006,0.0,0.0287,0.0003,0.0002,0.0004,0.0349,306.6515,6.7494,6.6787,6.9807,9.6184,0.2186,0.0439,0.001903,0.0012,306.7682,0.0,0.0
46,8,8,6,1010,144,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.184137,17,32,0.736312,0.684633,0.684613,0.682081,0.687144,0.682081,0.0024,0.0271,0.0006,0.0,0.0281,0.0003,0.0002,0.0004,0.0342,222.9473,6.7471,6.6693,6.9184,6.9961,0.2186,0.0442,0.001935,0.0013,223.0628,0.0,0.0
42,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.19802,28,43,0.719336,0.647936,0.647898,0.651532,0.644264,0.651532,0.0023,0.0275,0.0006,0.0,0.0286,0.0004,0.0002,0.0005,0.0379,344.719,7.5438,7.4525,7.8398,20.2753,0.4715,0.0796,0.001905,0.0025,344.8755,0.0,0.0
43,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.195289,12,27,0.707354,0.611239,0.610681,0.625414,0.595948,0.625414,0.0023,0.0283,0.0007,0.0,0.0294,0.0004,0.0002,0.0005,0.0381,215.9153,7.5237,7.4635,7.6929,12.7371,0.4717,0.0793,0.001884,0.0027,216.0724,0.0,0.0
44,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.19591,29,44,0.750938,0.708716,0.708038,0.693976,0.722101,0.693976,0.0022,0.0278,0.0005,0.0,0.0286,0.0004,0.0002,0.0005,0.0375,352.3754,7.5356,7.4578,7.7927,20.7482,0.4715,0.079,0.001892,0.0023,352.5306,0.0,0.0
45,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.196277,42,50,0.713681,0.68578,0.685778,0.685057,0.686499,0.685057,0.0025,0.0274,0.0008,0.0,0.0287,0.0004,0.0002,0.0005,0.0385,400.1654,7.5305,7.4438,7.7008,23.5727,0.4715,0.0793,0.002046,0.0022,400.3223,0.0,0.0
46,9,9,6,1124,162,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.198368,24,39,0.764003,0.722477,0.720878,0.699752,0.742004,0.699752,0.0023,0.0291,0.0005,0.0,0.0299,0.0003,0.0002,0.0005,0.0389,312.1391,7.5261,7.4546,7.7164,18.5668,0.4761,0.0789,0.001877,0.0026,312.2969,0.0,0.0
42,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.211877,27,42,0.683892,0.610092,0.609887,0.618834,0.600939,0.618834,0.0022,0.0288,0.0007,0.0,0.03,0.0003,0.0002,0.0004,0.0428,430.4885,9.227,9.1215,9.3715,42.8957,1.0213,0.1543,0.0019,0.0051,430.7281,0.0,0.0
43,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.209176,35,50,0.66043,0.631881,0.631706,0.639731,0.623681,0.639731,0.0024,0.0289,0.0005,0.0,0.0298,0.0004,0.0002,0.0005,0.0433,512.0928,9.2188,9.1187,9.4341,51.0853,1.0217,0.1554,0.001925,0.0047,512.3339,0.0,0.0
44,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.209224,29,44,0.76248,0.72133,0.720049,0.701107,0.73899,0.701107,0.0022,0.0273,0.0007,0.0,0.0285,0.0003,0.0002,0.0004,0.0428,450.1085,9.2097,9.1006,9.4276,44.8235,1.0187,0.1552,0.001909,0.0049,450.3478,0.0,0.0
45,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.209907,11,26,0.659649,0.611239,0.610611,0.594982,0.62624,0.594982,0.0025,0.0281,0.0006,0.0,0.0293,0.0004,0.0002,0.0005,0.043,266.8488,9.2432,9.1494,9.43,26.4893,1.0188,0.1548,0.001906,0.0051,267.0895,0.0,0.0
46,10,10,6,1238,180,angle_X,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-MiniLM-L6-v2,384,cuda,pca,0,sbert+pca+angle_X,weighted_ce,adam,cosine,sst2,5000,0.211524,46,50,0.69756,0.627294,0.627077,0.618096,0.636058,0.618096,0.0023,0.0283,0.0007,0.0,0.0295,0.0005,0.0002,0.0004,0.0419,511.7471,9.2149,9.1052,9.4353,50.9345,1.0187,0.1547,0.001892,0.0052,511.9865,0.0,0.0
