seed,n_qubits,n_amplitudes,n_layers,n_params,n_q_params,encoding,ansatz,diff_method,backend,shots,sbert_model,embed_dim,torch_device,compression_method,w2k_rank,preproc,loss,optimizer,scheduler,dataset,train_size,var_ratio_pca,best_epoch,stopped_at,val_f1_best,test_acc,test_f1_macro,test_f1_pos,f1_negative,f1_positive,t_data_slice_s,t_proj_fit_s,t_proj_transform_s,t_pad_s,t_preproc_total_s,t_tensor_upload_s,t_circuit_build_s,t_model_init_s,t_warmup_s,t_train_total_s,t_train_epoch_mean_s,t_train_epoch_min_s,t_train_epoch_max_s,t_val_inference_total_s,t_val_inference_mean_s,t_test_inference_s,t_postproc_s,t_cleanup_s,t_seed_total_s,t_embed_train_s,t_embed_test_s
42,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.203132,45,50,0.869147,0.869266,0.869265,0.868966,0.869565,0.868966,0.0053,0.8523,0.0022,0.0,0.8547,0.0012,0.0002,0.0005,0.0327,290.9976,5.757,5.015,6.0489,3.0814,0.0616,0.0279,0.00181,0.0005,291.9246,0.0,0.0
43,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.202166,37,50,0.863771,0.862385,0.862385,0.8627,0.862069,0.8627,0.0048,0.4498,0.002,0.0,0.452,0.0009,0.0002,0.0005,0.0344,290.6825,5.7514,5.643,6.0949,3.0508,0.061,0.0278,0.001829,0.0007,291.2077,0.0,0.0
44,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.201247,11,26,0.840508,0.862385,0.862385,0.8627,0.862069,0.8627,0.0046,0.4571,0.0019,0.0,0.4592,0.0009,0.0002,0.0005,0.0312,150.6637,5.7327,5.638,5.8653,1.5798,0.0608,0.0279,0.001826,0.0006,151.1929,0.0,0.0
45,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.205751,6,21,0.842849,0.854358,0.854273,0.857783,0.850764,0.857783,0.0046,0.4264,0.0024,0.0,0.4289,0.0008,0.0002,0.0004,0.0283,122.0534,5.7497,5.677,5.8852,1.2833,0.0611,0.0274,0.001884,0.0008,122.5488,0.0,0.0
46,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.204899,10,25,0.863475,0.861239,0.861124,0.865106,0.857143,0.865106,0.0043,0.4261,0.0017,0.0,0.428,0.0007,0.0002,0.0004,0.0258,145.2642,5.7485,5.6571,5.916,1.5204,0.0608,0.028,0.001802,0.0006,145.7562,0.0,0.0
42,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.236452,18,33,0.884708,0.87156,0.871386,0.876106,0.866667,0.876106,0.0047,0.4857,0.0028,0.0,0.4886,0.0025,0.0002,0.0005,0.0389,221.9906,6.6475,5.934,7.1176,2.5813,0.0782,0.0289,0.001875,0.0006,222.5597,0.0,0.0
43,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.23515,19,34,0.872392,0.872706,0.872693,0.874007,0.871379,0.874007,0.0044,0.3717,0.0018,0.0,0.3736,0.0009,0.0002,0.0005,0.0353,206.5251,6.0006,5.8728,6.798,2.4625,0.0724,0.0289,0.001961,0.0006,206.9737,0.0,0.0
44,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.234368,8,23,0.866442,0.876147,0.87613,0.877551,0.87471,0.877551,0.0046,0.41,0.002,0.0,0.4121,0.001,0.0002,0.0005,0.0363,138.5467,5.9503,5.8596,6.4663,1.662,0.0723,0.0326,0.001803,0.0007,139.0388,0.0,0.0
45,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.238415,6,21,0.847882,0.860092,0.860003,0.863535,0.856471,0.863535,0.0044,0.4815,0.0027,0.0,0.4844,0.0008,0.0002,0.0005,0.0395,127.5733,6.0012,5.8687,6.734,1.5229,0.0725,0.0285,0.001763,0.0005,128.136,0.0,0.0
46,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.23825,28,43,0.878064,0.866972,0.866854,0.870824,0.862884,0.870824,0.0046,0.3953,0.0021,0.0,0.3976,0.001,0.0002,0.0004,0.0345,257.2109,5.9089,5.8603,6.1465,3.0762,0.0715,0.029,0.001784,0.0005,257.6824,0.0,0.0
42,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.279441,17,32,0.887671,0.869266,0.869111,0.873614,0.864608,0.873614,0.0052,0.692,0.0034,0.0,0.6956,0.0041,0.0006,0.0015,0.6087,217.6467,6.6956,6.6172,6.8961,3.3475,0.1046,0.0389,0.001982,0.0039,219.0118,0.0,0.0
43,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.27654,5,20,0.885641,0.87156,0.871364,0.87638,0.866348,0.87638,0.0047,0.4447,0.003,0.0,0.4479,0.0012,0.0002,0.0004,0.0384,135.0655,6.6495,6.587,6.804,2.0503,0.1025,0.0359,0.001766,0.0009,135.5992,0.0,0.0
44,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.276289,16,31,0.863664,0.87844,0.878438,0.878995,0.87788,0.878995,0.0043,0.4438,0.0028,0.0,0.4467,0.0014,0.0002,0.0005,0.0374,209.857,6.6643,6.5954,6.7875,3.2239,0.104,0.0361,0.001796,0.0011,210.3886,0.0,0.0
45,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.280389,19,34,0.845359,0.868119,0.86808,0.870349,0.865811,0.870349,0.0046,0.4584,0.0027,0.0,0.4613,0.0013,0.0002,0.0005,0.0359,229.4228,6.6444,6.5963,6.9381,3.4721,0.1021,0.0362,0.001842,0.001,229.9677,0.0,0.0
46,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.28021,12,27,0.88071,0.876147,0.876037,0.879733,0.87234,0.879733,0.0046,0.4425,0.0027,0.0,0.4453,0.0013,0.0002,0.0004,0.0402,182.6525,6.6609,6.6042,6.8077,2.7739,0.1027,0.0357,0.001856,0.001,183.1853,0.0,0.0
42,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.337537,17,32,0.885695,0.883028,0.882805,0.887912,0.877698,0.887912,0.0043,0.7347,0.0045,0.0,0.7393,0.0022,0.0002,0.0004,0.0391,246.3349,7.5225,7.4707,7.6597,5.5761,0.1743,0.0479,0.001767,0.0019,247.174,0.0,0.0
43,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.334559,16,31,0.883513,0.875,0.874723,0.880613,0.868833,0.880613,0.0041,0.6243,0.0045,0.0,0.629,0.0023,0.0002,0.0005,0.0426,238.4608,7.5171,7.4563,7.6544,5.3917,0.1739,0.0476,0.001765,0.0015,239.1924,0.0,0.0
44,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.334879,24,39,0.864889,0.87844,0.878363,0.881432,0.875294,0.881432,0.004,0.5917,0.0049,0.0,0.5967,0.0021,0.0002,0.0004,0.0428,299.6269,7.5075,7.4611,7.7438,6.7882,0.1741,0.0473,0.001783,0.0016,300.3259,0.0,0.0
45,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.338558,25,40,0.864298,0.876147,0.875831,0.882096,0.869565,0.882096,0.004,0.588,0.0045,0.0,0.5927,0.0022,0.0002,0.0004,0.0418,307.382,7.5093,7.4615,7.7222,6.9578,0.1739,0.0478,0.001779,0.0015,308.0762,0.0,0.0
46,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.336928,13,28,0.887238,0.870413,0.870179,0.875688,0.864671,0.875688,0.0036,0.5834,0.0045,0.0,0.5881,0.0024,0.0003,0.0004,0.0393,215.1429,7.5083,7.4686,7.7806,4.8747,0.1741,0.0477,0.001754,0.0019,215.8301,0.0,0.0
42,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.425763,18,33,0.886616,0.881881,0.881731,0.885936,0.877527,0.885936,0.0036,1.0985,0.0081,0.0,1.1068,0.0045,0.0002,0.0004,0.0487,286.4049,8.3374,8.2445,8.5874,11.2288,0.3403,0.0668,0.001794,0.0036,287.6433,0.0,0.0
43,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.422244,33,48,0.883176,0.880734,0.880694,0.882883,0.878505,0.882883,0.0035,1.1169,0.0082,0.0,1.1252,0.0042,0.0002,0.0004,0.0425,415.0682,8.3059,8.2285,8.4721,16.3273,0.3402,0.0669,0.001826,0.0037,416.3187,0.0,0.0
44,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.422855,8,23,0.863061,0.880734,0.880694,0.882883,0.878505,0.882883,0.0035,1.1817,0.0077,0.0,1.1895,0.0042,0.0002,0.0005,0.0454,199.4582,8.3309,8.2412,8.5193,7.819,0.34,0.0669,0.001803,0.0034,200.7755,0.0,0.0
45,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.427038,18,33,0.866265,0.873853,0.87347,0.880435,0.866505,0.880435,0.0035,1.0804,0.0079,0.0,1.0885,0.0042,0.0002,0.0005,0.0482,285.3016,8.3043,8.2246,8.4614,11.2196,0.34,0.0666,0.001725,0.0036,286.5208,0.0,0.0
46,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,word2ket,1,sbert+word2ket,weighted_ce,adam,cosine,sst2,5000,0.423655,13,28,0.886014,0.880734,0.880507,0.885714,0.8753,0.885714,0.0035,1.142,0.0079,0.0,1.1501,0.0042,0.0002,0.0004,0.0479,241.9969,8.3015,8.2314,8.5218,9.5208,0.34,0.0669,0.001869,0.0035,243.2775,0.0,0.0
