seed,n_qubits,n_amplitudes,n_layers,n_params,n_q_params,encoding,ansatz,diff_method,backend,shots,sbert_model,embed_dim,torch_device,preproc,loss,optimizer,scheduler,dataset,train_size,var_ratio_pca,best_epoch,stopped_at,val_f1_best,test_acc,test_f1_macro,test_f1_pos,f1_negative,f1_positive,t_data_slice_s,t_pca_fit_s,t_pca_transform_s,t_pad_s,t_preproc_total_s,t_tensor_upload_s,t_circuit_build_s,t_model_init_s,t_warmup_s,t_train_total_s,t_train_epoch_mean_s,t_train_epoch_min_s,t_train_epoch_max_s,t_val_inference_total_s,t_val_inference_mean_s,t_test_inference_s,t_postproc_s,t_cleanup_s,t_seed_total_s,t_embed_train_s,t_embed_test_s
43,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.579482,20,35,0.685783,0.665138,0.66365,0.686022,0.641278,0.686022,0.0046,0.0608,0.0013,0.0,0.0621,0.0008,0.0003,0.0005,0.0384,187.3701,5.2954,5.1172,5.9413,1.9842,0.0567,0.0271,0.001896,0.0005,187.5083,0.0,0.0
44,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.579352,34,49,0.661909,0.693807,0.693797,0.695553,0.692042,0.695553,0.0044,0.06,0.0012,0.0,0.0613,0.0006,0.0002,0.0004,0.03,256.0656,5.1692,5.1019,5.3826,2.7104,0.0553,0.0252,0.001859,0.0005,256.1919,0.0,0.0
45,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.579767,41,50,0.659664,0.694954,0.694593,0.7051,0.684086,0.7051,0.0045,0.0551,0.0013,0.0,0.0565,0.0007,0.0002,0.0004,0.0278,259.0959,5.1256,5.0898,5.2799,2.7535,0.0551,0.0247,0.001823,0.0005,259.2148,0.0,0.0
46,6,64,6,782,108,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.582057,7,22,0.640889,0.618119,0.61743,0.633663,0.601198,0.633663,0.0045,0.055,0.0013,0.0,0.0564,0.0008,0.0002,0.0004,0.0272,114.2666,5.1376,5.0923,5.2583,1.2119,0.0551,0.0245,0.001917,0.0005,114.3846,0.0,0.0
42,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.751038,43,50,0.67115,0.690367,0.690263,0.684579,0.695946,0.684579,0.0043,0.089,0.0012,0.0,0.0903,0.0013,0.0002,0.0004,0.0354,325.4777,6.432,6.0152,7.7512,3.8096,0.0762,0.0316,0.001835,0.0006,325.6454,0.0,0.0
43,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.74957,46,50,0.675487,0.693807,0.693468,0.703663,0.683274,0.703663,0.0046,0.1025,0.0015,0.0,0.104,0.0008,0.0002,0.0004,0.0367,331.72,6.5545,6.0915,6.967,3.9211,0.0784,0.0309,0.001944,0.0007,331.9023,0.0,0.0
44,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.749604,24,39,0.668141,0.66055,0.660293,0.669643,0.650943,0.669643,0.0045,0.0946,0.0018,0.0,0.0964,0.001,0.0002,0.0005,0.0383,242.5678,6.1444,6.0617,6.373,2.8855,0.074,0.0302,0.001918,0.0005,242.7436,0.0,0.0
45,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.749812,48,50,0.67084,0.705275,0.704342,0.720955,0.687728,0.720955,0.0045,0.0898,0.0012,0.0,0.0911,0.0009,0.0002,0.0004,0.0352,310.058,6.1263,6.076,6.268,3.6754,0.0735,0.0298,0.001908,0.0006,310.2246,0.0,0.0
46,7,128,6,896,126,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.750827,18,33,0.678238,0.704128,0.704072,0.708145,0.7,0.708145,0.0043,0.0894,0.0012,0.0,0.0906,0.0009,0.0002,0.0004,0.0379,204.5317,6.1229,6.0682,6.3264,2.4298,0.0736,0.0293,0.001969,0.0005,204.6997,0.0,0.0
42,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.911065,26,41,0.64147,0.680046,0.679783,0.670602,0.688963,0.670602,0.0042,0.1959,0.0021,0.0,0.198,0.0013,0.0002,0.0005,0.0422,292.9278,7.0368,6.8889,8.8227,4.3623,0.1064,0.0378,0.00196,0.0012,293.2172,0.0,0.0
43,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.911153,39,50,0.663105,0.66055,0.660148,0.67184,0.648456,0.67184,0.0047,0.2508,0.0022,0.0,0.253,0.0012,0.0002,0.0005,0.0423,401.6482,7.917,7.1485,13.977,5.7274,0.1145,0.0374,0.001842,0.001,401.9924,0.0,0.0
44,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.910975,42,50,0.650354,0.646789,0.646772,0.649203,0.644342,0.649203,0.0047,0.2709,0.0021,0.0,0.2731,0.0013,0.0002,0.0005,0.0438,367.3483,7.2333,6.8599,7.5683,5.6166,0.1123,0.0377,0.002009,0.0009,367.7145,0.0,0.0
45,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.910966,10,25,0.625128,0.682339,0.682078,0.691193,0.672963,0.691193,0.0046,0.1748,0.0017,0.0,0.1766,0.001,0.0002,0.0004,0.0401,175.6928,6.9202,6.8548,7.1214,2.6553,0.1062,0.038,0.001982,0.0011,175.9586,0.0,0.0
46,8,256,6,1010,144,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.91119,25,40,0.631676,0.655963,0.655376,0.669604,0.641148,0.669604,0.0047,0.2128,0.0018,0.0,0.2146,0.0011,0.0002,0.0004,0.0404,280.1122,6.8966,6.8625,7.0631,4.1962,0.1049,0.0361,0.001907,0.001,280.4146,0.0,0.0
42,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.985472,24,39,0.663665,0.668578,0.668525,0.664344,0.672707,0.664344,0.0046,0.3456,0.0025,0.0,0.3482,0.0017,0.0002,0.0004,0.0424,310.7055,7.7874,7.7367,8.0109,6.9462,0.1781,0.0488,0.002041,0.0019,311.1576,0.0,0.0
43,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.985515,26,41,0.654306,0.676606,0.67636,0.685268,0.667453,0.685268,0.0042,0.3442,0.0022,0.0,0.3466,0.0016,0.0002,0.0004,0.0452,326.3337,7.776,7.7302,7.9279,7.463,0.182,0.0483,0.00189,0.0016,326.7855,0.0,0.0
44,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.985464,28,43,0.63821,0.676606,0.676053,0.689427,0.662679,0.689427,0.0041,0.3505,0.0023,0.0,0.3529,0.0017,0.0002,0.0005,0.0489,342.4669,7.785,7.7193,7.9369,7.6542,0.178,0.0474,0.001865,0.0017,342.9283,0.0,0.0
45,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.985503,44,50,0.667227,0.706422,0.706268,0.713004,0.699531,0.713004,0.0043,0.4317,0.0021,0.0,0.4339,0.0016,0.0002,0.0004,0.0452,400.332,7.8274,7.7346,8.4562,8.8971,0.1779,0.048,0.001825,0.0022,400.8715,0.0,0.0
46,9,512,6,1124,162,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+pca+pad,weighted_ce,adam,cosine,sst2,5000,0.985471,40,50,0.635897,0.678899,0.67873,0.686099,0.671362,0.686099,0.0042,0.3304,0.0022,0.0,0.3327,0.0017,0.0002,0.0005,0.0431,398.6043,7.7928,7.736,8.0125,8.8963,0.1779,0.0478,0.001822,0.0017,399.04,0.0,0.0
42,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+zero_pad,weighted_ce,adam,cosine,sst2,5000,1.0,18,33,0.833231,0.836009,0.835874,0.84058,0.831169,0.84058,0.0039,0.0,0.0,0.0029,0.003,0.0023,0.0002,0.0004,0.0413,298.3286,8.6933,8.5675,9.5746,11.4052,0.3456,0.07,0.001899,0.0039,298.4574,0.0,0.0
43,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+zero_pad,weighted_ce,adam,cosine,sst2,5000,1.0,14,29,0.833497,0.834862,0.83464,0.840708,0.828571,0.840708,0.0039,0.0,0.0,0.0029,0.0029,0.0018,0.0002,0.0004,0.0404,263.877,8.7472,8.5529,9.365,10.1666,0.3506,0.0717,0.001956,0.0044,264.0063,0.0,0.0
44,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+zero_pad,weighted_ce,adam,cosine,sst2,5000,1.0,17,32,0.815038,0.829128,0.829126,0.828539,0.829714,0.828539,0.0041,0.0,0.0,0.0033,0.0033,0.0018,0.0002,0.0004,0.0435,301.4421,9.0657,8.5951,10.0183,11.2956,0.353,0.0679,0.001964,0.0039,301.571,0.0,0.0
45,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+zero_pad,weighted_ce,adam,cosine,sst2,5000,1.0,30,45,0.807032,0.836009,0.835713,0.842684,0.828743,0.842684,0.004,0.0,0.0,0.003,0.003,0.0017,0.0002,0.0004,0.0398,405.3303,8.6594,8.5562,9.0401,15.5947,0.3465,0.069,0.001932,0.0038,405.4559,0.0,0.0
46,10,1024,6,1238,180,amplitude,stronglyentangling,backprop,default.qubit,None (statevector),sentence-transformers/all-mpnet-base-v2,768,cuda,sbert+zero_pad,weighted_ce,adam,cosine,sst2,5000,1.0,13,28,0.813312,0.852064,0.851768,0.858397,0.845138,0.858397,0.0045,0.0,0.0,0.0031,0.0031,0.0017,0.0002,0.0004,0.0409,252.2053,8.655,8.5713,8.8572,9.8271,0.351,0.0689,0.001878,0.0037,252.3324,0.0,0.0
